5737	"PTB_WSJ"	"their"	"addresses"	44	46	14015		
5766	"PTB_WSJ"	"Co."	"alley"	13	15	1176		
20413	"HDFRE"	"their"	"altars"	15	17	413	"The Greek , the Roman , and the Barbarian , as they met before <b>their</b> respective <b>altars</b> , easily persuaded themselves , that under various names , and with various ceremonies , they adored the same deities . "	
21486	"HDFRE"	"her"	"apartment"	17	18	1486	"He artfully listened to his mother 's entreaties , and consented to meet his brother in <b>her</b> <b>apartment</b> , on terms of peace and reconciliation . "	
21476	"HDFRE"	"their"	"apartments"	6	7	1476	"No communication was allowed between <b>their</b> <b>apartments</b> ; the doors and passages were diligently fortified , and guards posted and relieved with the same strictness as in a besieged place . "	
5746	"PTB_WSJ"	"our"	"area"	12	13	32867		
5747	"PTB_WSJ"	"our"	"area"	17	18	32870		
5748	"PTB_WSJ"	"their"	"area"	8	10	28820		
5749	"PTB_WSJ"	"Washington"	"area"	36	38	1624		
21697	"HDFRE"	"her"	"asylum"	25	27	1697	"A long train of concubines , and a rapid succession of wives , among whom was a vestal virgin , ravished by force from <b>her</b> sacred <b>asylum</b> , were insufficient to satisfy the impotence of his passions . "	
22610	"HDFRE"	"their"	"banks"	9	11	2610	"They were commanded to retire five miles from <b>their</b> own <b>banks</b> of the Danube , and to deliver up the flower of the youth , who were immediately sent into Britain , a remote island , where they might be secure as hostages , and useful as soldiers . "	
10348	"JB"	"Teddy"	"bedroom"	26	28	2083	"Then Teddy 's mother came in with a very white face , and saw what was left of Nag , and Rikki-tikki dragged himself to <b>Teddy</b> 's <b>bedroom</b> and spent half the rest of the night shaking himself tenderly to find out whether he really was broken into forty pieces , as he fancied . "	
10338	"JB"	"my"	"cabin"	32	33	1543	"Limmershin , the Winter Wren , told me the tale when he was blown on to the rigging of a steamer going to Japan , and I took him down into <b>my</b> <b>cabin</b> and warmed and fed him for a couple of days till he was fit to fly back to St. Paul 's again . "	
