11130	"PTB_WSJ"	"his"	"detractors"	16	17	28615		
10976	"PTB_WSJ"	"survey"	"respondents"	6	8	32455		
10844	"PTB_WSJ"	"her"	"listeners"	5	6	13861		
							
1717	"JB"	"his"	"honor"	7	8	1498	"There is a great assembly in <b>his</b> <b>honor</b> . "	
							
20173	"HDFRE"	"my"	"readers"	16	17	173	"A naked list of names and editions would not be satisfactory either to myself or <b>my</b> <b>readers</b> : the characters of the principal Authors of the Roman and Byzantine History have been occasionally connected with the events which they describe ; a more copious and critical inquiry might indeed deserve , but it would demand , an elaborate volume , which might swell by degrees into a general library of historical writers . "	
20185	"HDFRE"	"my"	"readers"	15	16	185	"In a remote solitude , vanity may still whisper in my ear , that <b>my</b> <b>readers</b> , perhaps , may inquire whether , in the conclusion of the present work , I am now taking an everlasting farewell . "	
25196	"HDFRE"	"their"	"readers"	15	16	5196	"The contagion of these sceptical writings had been diffused far beyond the number of <b>their</b> <b>readers</b> . "	
							
20723	"HDFRE"	"his"	"adherents"	8	9	723	"He had lavished wealth and honors on <b>his</b> <b>adherents</b> ; but the most favored friends of his uncle were in the number of the conspirators . "	
21649	"HDFRE"	"his"	"adherents"	48	50	1649	"The letters of Macrinus had condescended to inform the senate of the slight disturbance occasioned by an impostor in Syria , and a decree immediately passed , declaring the rebel and his family public enemies ; with a promise of pardon , however , to such of <b>his</b> deluded <b>adherents</b> as should merit it by an immediate return to their duty . "	
22074	"HDFRE"	"his"	"adherents"	20	21	2074	"By a unanimous decree , the election of the Gordians was ratified , Maximin , his son , and <b>his</b> <b>adherents</b> , were pronounced enemies of their country , and liberal rewards were offered to whomsoever had the courage and good fortune to destroy them . "	
22263	"HDFRE"	"his"	"adherents"	23	24	2263	"His birth was obscure , and the obscurity equally gave room to the aspersions of his enemies , and the flattery of <b>his</b> <b>adherents</b> . "	
23584	"HDFRE"	"his"	"adherents"	22	23	3584	"Saturninus might , perhaps , have embraced the generous offer , had he not been restrained by the obstinate distrust of <b>his</b> <b>adherents</b> . "	
23713	"HDFRE"	"his"	"adherents"	8	11	3713	"The Imperial pavilion was strictly guarded by <b>his</b> most trusty <b>adherents</b> ; and during many days , Aper delivered to the army the supposed mandates of their invisible sovereign . "	
24875	"HDFRE"	"its"	"adherents"	26	29	4875	"As the terms of communion were insensibly narrowed , and the spiritual authority of the prevailing party was exercised with increasing severity , many of <b>its</b> most respectable <b>adherents</b> , who were called upon to renounce , were provoked to assert their private opinions , to pursue the consequences of their mistaken principles , and openly to erect the standard of rebellion against the unity of the church . "	
24601	"HDFRE"	"other"	"adherents"	18	20	4601	"After a fruitless negotiation , in which the two princes attempted to seduce the fidelity of each <b>other</b> 's <b>adherents</b> , they had recourse to arms . "	
22964	"HDFRE"	"their"	"adherents"	14	15	2964	"As soon as they were invested with the bloody purple , they inspired <b>their</b> <b>adherents</b> with the same fears and ambition which had occasioned their own revolt . "	
							
11087	"PTB_WSJ"	"Well"	"subscribers"	5	8	31433		

