10444	"PTB_WSJ"	"Ferguson"	"arrest"	18	20	14994		
10445	"PTB_WSJ"	"his"	"arrest"	2	3	4787		
10446	"PTB_WSJ"	"his"	"arrest"	14	15	27622		
10447	"PTB_WSJ"	"his"	"arrival"	2	3	3322		
10448	"PTB_WSJ"	"its"	"acquisition"	34	36	1764		
10449	"PTB_WSJ"	"its"	"acquisition"	29	33	15081		
							
							
10478	"PTB_WSJ"	"Allday"	"appointment"	2	4	39430		
10479	"PTB_WSJ"	"Baltimore"	"appointment"	21	24	25293		
10480	"PTB_WSJ"	"Brawer"	"appointment"	3	5	22906		
10481	"PTB_WSJ"	"Dozen"	"appointment"	5	7	20829		
10482	"PTB_WSJ"	"Grobstein"	"appointment"	2	4	12026		
10483	"PTB_WSJ"	"His"	"appointment"	1	2	10130		
10484	"PTB_WSJ"	"its"	"appointment"	17	18	37949		
10485	"PTB_WSJ"	"Linh"	"appointment"	3	5	27668		
10486	"PTB_WSJ"	"Major"	"appointment"	31	33	9641		
10487	"PTB_WSJ"	"whose"	"appointment"	14	15	5255		
							
10521	"PTB_WSJ"	"stock"	"rating"	9	12	21149		
10522	"PTB_WSJ"	"company"	"rating"	18	22	28918		
10523	"PTB_WSJ"	"company"	"rating"	23	26	37258		
10541	"PTB_WSJ"	"its"	"takeover"	9	10	6565		
10542	"PTB_WSJ"	"its"	"takeover"	29	32	21963		
10592	"PTB_WSJ"	"his"	"indictment"	18	20	14991		
10593	"PTB_WSJ"	"his"	"indictment"	14	15	36305		
10594	"PTB_WSJ"	"Moliere"	"indictment"	7	10	35065		
10595	"PTB_WSJ"	"Noriega"	"indictment"	9	11	27590		
10596	"PTB_WSJ"	"Their"	"indictment"	1	3	36401		
10597	"PTB_WSJ"	"Young"	"indictment"	10	14	25266		
							
10611	"PTB_WSJ"	"its"	"cleanup"	16	17	21736		
10612	"PTB_WSJ"	"his"	"compensation"	3	4	13354		
10613	"PTB_WSJ"	"their"	"compensation"	13	15	25176		
10614	"PTB_WSJ"	"worker"	"compensation"	13	15	8020		
10615	"PTB_WSJ"	"worker"	"compensation"	9	11	20757		
10616	"PTB_WSJ"	"worker"	"compensation"	19	21	27149		
10617	"PTB_WSJ"	"workers"	"compensation"	8	10	8724		
10618	"PTB_WSJ"	"workers"	"compensation"	22	24	16015		
10619	"PTB_WSJ"	"workers"	"compensation"	23	25	16016		
10679	"PTB_WSJ"	"Her"	"dismissal"	1	2	12301		
10680	"PTB_WSJ"	"his"	"dismissal"	20	21	8271		
10681	"PTB_WSJ"	"His"	"dismissal"	1	2	27654		
