11198	"PTB_WSJ"	1979	"level"	5	7	17413		
11199	"PTB_WSJ"	1986	"act"	30	33	36805		
11200	"PTB_WSJ"	1987	"crash"	6	9	28830		
11201	"PTB_WSJ"	1987	"crash"	10	12	34092		
11202	"PTB_WSJ"	1987	"debacle"	31	35	34902		
11203	"PTB_WSJ"	1987	"deficit"	23	29	12133		
11204	"PTB_WSJ"	1988	"average"	21	24	32694		
11205	"PTB_WSJ"	1988	"level"	31	33	17713		
11206	"PTB_WSJ"	1988	"quarter"	10	13	24090		
11207	"PTB_WSJ"	1988	"quarter"	24	27	37508		
11208	"PTB_WSJ"	1988	"rise"	13	18	33953		
11209	"PTB_WSJ"	1988	"sales"	15	18	24621		
11210	"PTB_WSJ"	1989	"half"	7	10	24788		
11211	"PTB_WSJ"	1988	"income"	31	33	17713		
11212	"PTB_WSJ"	1989	"months"	22	26	16425		
11213	"PTB_WSJ"	1989	"months"	2	6	20198		
11214	"PTB_WSJ"	"Wednesday"	"close"	17	20	14661		
11215	"PTB_WSJ"	"Wednesday"	"close"	15	17	18881		
11216	"PTB_WSJ"	"Wednesday"	"close"	17	20	34901		
11217	"PTB_WSJ"	"Wednesday"	"downturn"	8	11	29872		
11218	"PTB_WSJ"	"Wednesday"	"survey"	4	6	4480		
11219	"PTB_WSJ"	"Wednesday"	"winners"	3	5	30542		
11220	"PTB_WSJ"	"week"	"activity"	4	6	8948		
11221	"PTB_WSJ"	"week"	"auction"	16	18	3500		
11222	"PTB_WSJ"	"week"	"auction"	8	12	8326		
11223	"PTB_WSJ"	"week"	"auction"	9	13	9082		
11224	"PTB_WSJ"	"week"	"auction"	7	9	21446		
11225	"PTB_WSJ"	"week"	"audience"	2	5	17633		
11226	"PTB_WSJ"	"week"	"average"	12	15	20351		
11227	"PTB_WSJ"	"week"	"battles"	5	7	31997		
11228	"PTB_WSJ"	"week"	"case"	4	7	23118		
11229	"PTB_WSJ"	"week"	"collapse"	8	12	17868		
11230	"PTB_WSJ"	"week"	"conference"	3	6	37263		
11231	"PTB_WSJ"	"week"	"debacle"	3	7	28232		
11232	"PTB_WSJ"	"week"	"declines"	23	26	3381		
11233	"PTB_WSJ"	"week"	"declines"	16	18	5583		
11234	"PTB_WSJ"	"week"	"disaster"	5	7	33379		
11235	"PTB_WSJ"	"week"	"earthquake"	23	25	10970		
11236	"PTB_WSJ"	"week"	"earthquake"	25	28	15182		
11237	"PTB_WSJ"	"week"	"earthquake"	18	21	15397		
11238	"PTB_WSJ"	"week"	"earthquake"	18	20	16046		
11239	"PTB_WSJ"	"week"	"earthquake"	22	24	17840		
11240	"PTB_WSJ"	"week"	"earthquake"	20	22	18063		
11241	"PTB_WSJ"	"week"	"earthquake"	16	18	19026		
11242	"PTB_WSJ"	"week"	"earthquake"	24	26	20718		
11243	"PTB_WSJ"	"week"	"earthquake"	12	16	21666		
11244	"PTB_WSJ"	"week"	"earthquake"	21	23	22000		
11245	"PTB_WSJ"	"week"	"earthquake"	20	22	24230		
11246	"PTB_WSJ"	"week"	"earthquake"	30	32	24889		
11247	"PTB_WSJ"	"week"	"earthquake"	12	14	27198		
11248	"PTB_WSJ"	"week"	"earthquake"	16	19	33338		
11249	"PTB_WSJ"	"week"	"earthquake"	7	9	34656		
11250	"PTB_WSJ"	"week"	"end"	28	30	26117		
11251	"PTB_WSJ"	"week"	"episodes"	14	16	34044		
11252	"PTB_WSJ"	"week"	"explosion"	20	22	8727		
11253	"PTB_WSJ"	"week"	"fever"	13	17	7488		
11254	"PTB_WSJ"	"week"	"figures"	25	31	25543		
11255	"PTB_WSJ"	"week"	"game"	11	16	4831		
11256	"PTB_WSJ"	"week"	"index"	7	11	24651		
11257	"PTB_WSJ"	"week"	"indicators"	2	6	25643		
11258	"PTB_WSJ"	"week"	"interview"	23	25	12902		
11259	"PTB_WSJ"	"week"	"issue"	25	27	10242		
11260	"PTB_WSJ"	"week"	"issue"	5	7	36490		
11261	"PTB_WSJ"	"week"	"Journal"	8	12	12746		
11262	"PTB_WSJ"	"week"	"low"	10	12	9635		
11263	"PTB_WSJ"	"week"	"output"	2	4	19331		
11264	"PTB_WSJ"	"week"	"output"	29	33	30947		
11265	"PTB_WSJ"	"week"	"output"	2	4	38931		
11266	"PTB_WSJ"	"week"	"premiere"	8	11	6144		
11267	"PTB_WSJ"	"week"	"quake"	27	29	29977		
11268	"PTB_WSJ"	"week"	"rally"	14	16	19620		
11269	"PTB_WSJ"	"week"	"report"	8	10	17596		
11270	"PTB_WSJ"	"week"	"resignations"	8	10	4490		
11271	"PTB_WSJ"	"week"	"sale"	31	33	753		
11272	"PTB_WSJ"	"week"	"sale"	27	29	756		
11273	"PTB_WSJ"	"week"	"sale"	3	9	9047		
11274	"PTB_WSJ"	"week"	"sale"	31	33	16048		
11275	"PTB_WSJ"	"week"	"sale"	28	30	16051		
11276	"PTB_WSJ"	"week"	"sale"	31	33	37968		
11277	"PTB_WSJ"	"week"	"sale"	27	29	37970		
11278	"PTB_WSJ"	"week"	"session"	14	18	7468		
11279	"PTB_WSJ"	"week"	"shake-up"	21	23	376		
11280	"PTB_WSJ"	"week"	"show"	3	5	23114		
11281	"PTB_WSJ"	"week"	"show"	11	13	23157		
11282	"PTB_WSJ"	"week"	"slate"	15	17	21410		
11283	"PTB_WSJ"	"week"	"statistics"	10	13	18693		
11284	"PTB_WSJ"	"week"	"storm"	7	9	7684		
11285	"PTB_WSJ"	"week"	"supply"	9	12	24682		
11286	"PTB_WSJ"	"week"	"surge"	4	6	25063		
11287	"PTB_WSJ"	"week"	"tailspin"	7	11	34903		
11288	"PTB_WSJ"	"week"	"temblor"	7	9	22046		
11289	"PTB_WSJ"	"week"	"total"	22	24	28839		
11290	"PTB_WSJ"	"week"	"total"	2	4	28840		
11291	"PTB_WSJ"	"week"	"tremors"	20	22	29959		
11292	"PTB_WSJ"	"week"	"turbulence"	24	28	9883		
11293	"PTB_WSJ"	"week"	"uncertainty"	2	4	4337		
11294	"PTB_WSJ"	"week"	"victories"	33	35	32003		
11295	"PTB_WSJ"	"week"	"vote"	5	8	2227		
11296	"PTB_WSJ"	"week"	"vote"	3	6	29547		
							
11297	"PTB_WSJ"	"year"	"$"	29	31	3760		
11298	"PTB_WSJ"	"year"	"$"	13	15	5189		
11299	"PTB_WSJ"	"year"	"$"	19	23	6970		
11300	"PTB_WSJ"	"year"	"$"	11	13	14782		
11301	"PTB_WSJ"	"year"	"$"	18	20	18890		
11302	"PTB_WSJ"	"year"	"$"	25	27	24017		
11303	"PTB_WSJ"	"year"	"$"	15	17	24793		
11304	"PTB_WSJ"	"year"	"$"	12	14	26014		
11305	"PTB_WSJ"	"year"	"$"	11	13	27764		
11306	"PTB_WSJ"	"year"	"$"	26	28	29401		
11307	"PTB_WSJ"	"year"	"$"	29	31	34411		
11308	"PTB_WSJ"	"year"	"address"	10	12	33845		
11309	"PTB_WSJ"	"year"	"bill"	9	13	7626		
11310	"PTB_WSJ"	"year"	"campaign"	23	25	19482		
11311	"PTB_WSJ"	"year"	"campaign"	6	8	25358		
11312	"PTB_WSJ"	"year"	"census"	10	12	30156		
11313	"PTB_WSJ"	"year"	"confrontation"	13	15	7198		
11314	"PTB_WSJ"	"year"	"crop"	11	13	5940		
11315	"PTB_WSJ"	"year"	"debate"	29	31	672		
11316	"PTB_WSJ"	"year"	"decision"	2	6	5561		
11317	"PTB_WSJ"	"year"	"decline"	6	8	32336		
11318	"PTB_WSJ"	"year"	"defaults"	25	29	22524		
11319	"PTB_WSJ"	"year"	"dislocations"	3	5	33931		
11320	"PTB_WSJ"	"year"	"drop"	2	4	8173		
11321	"PTB_WSJ"	"year"	"drop"	8	11	35493		
11322	"PTB_WSJ"	"year"	"drought"	2	4	17048		
11323	"PTB_WSJ"	"year"	"earnings"	12	14	32854		
11324	"PTB_WSJ"	"year"	"effort"	8	11	32585		
11325	"PTB_WSJ"	"year"	"election"	13	15	20700		
11326	"PTB_WSJ"	"year"	"elections"	35	39	414		
11327	"PTB_WSJ"	"year"	"elections"	29	32	2813		
11328	"PTB_WSJ"	"year"	"end"	20	22	6568		
11329	"PTB_WSJ"	"year"	"end"	30	32	6581		
11330	"PTB_WSJ"	"year"	"end"	32	34	14768		
11331	"PTB_WSJ"	"year"	"end"	11	13	21663		
11332	"PTB_WSJ"	"year"	"end"	20	22	23820		
11333	"PTB_WSJ"	"year"	"end"	13	15	32988		
11334	"PTB_WSJ"	"year"	"end"	22	24	36791		
11335	"PTB_WSJ"	"year"	"event"	3	5	17666		
11336	"PTB_WSJ"	"year"	"figure"	3	5	32328		
11337	"PTB_WSJ"	"year"	"figure"	2	4	34697		
11338	"PTB_WSJ"	"year"	"figures"	20	22	2826		
11339	"PTB_WSJ"	"year"	"gains"	7	10	35199		
11340	"PTB_WSJ"	"year"	"half"	6	9	11812		
11341	"PTB_WSJ"	"year"	"half"	31	34	11821		
11342	"PTB_WSJ"	"year"	"half"	26	29	11825		
11343	"PTB_WSJ"	"year"	"half"	19	22	29421		
11344	"PTB_WSJ"	"year"	"half"	21	24	32077		
11345	"PTB_WSJ"	"year"	"high"	36	38	36008		
11346	"PTB_WSJ"	"year"	"income"	18	20	5036		
11347	"PTB_WSJ"	"year"	"investment"	11	14	24385		
11348	"PTB_WSJ"	"year"	"issue"	2	5	8413		
11349	"PTB_WSJ"	"year"	"legislation"	11	14	4169		
11350	"PTB_WSJ"	"year"	"legislation"	32	35	24998		
11351	"PTB_WSJ"	"year"	"legislation"	7	11	29617		
11352	"PTB_WSJ"	"year"	"level"	21	23	20219		
11353	"PTB_WSJ"	"year"	"level"	31	34	29188		
11354	"PTB_WSJ"	"year"	"level"	33	35	30914		
11355	"PTB_WSJ"	"year"	"levels"	30	32	11924		
11356	"PTB_WSJ"	"year"	"levels"	21	24	15492		
11357	"PTB_WSJ"	"year"	"levels"	11	14	29205		
11358	"PTB_WSJ"	"year"	"loss"	2	5	28460		
11359	"PTB_WSJ"	"year"	"losses"	22	25	36817		
11360	"PTB_WSJ"	"year"	"month"	20	23	20352		
11361	"PTB_WSJ"	"year"	"months"	3	7	22027		
11362	"PTB_WSJ"	"year"	"net"	14	18	12267		
11363	"PTB_WSJ"	"year"	"net"	25	28	34720		
