7676	"PTB_WSJ"	"women"	"products"	9	11	30896		
7677	"PTB_WSJ"	"men"	"store"	36	38	6258		
7678	"PTB_WSJ"	"men"	"underwear"	14	16	30895		
7679	"PTB_WSJ"	"women"	"underwear"	4	6	30891		
7680	"PTB_WSJ"	"women"	"jewelry"	8	5	1308		
7681	"PTB_WSJ"	"fool"	"gold"	24	26	27971		
7682	"PTB_WSJ"	"women"	"apparel"	12	14	4220		
7683	"PTB_WSJ"	"women"	"apparel"	40	42	21836		
7684	"PTB_WSJ"	"men"	"fragrance"	35	37	21836		
7685	"PTB_WSJ"	"veterans"	"hospitals"	16	18	37195		
7686	"PTB_WSJ"	"men"	"line"	6	8	27257		
7687	"PTB_WSJ"	"king"	"ransom"	27	29	2664		
7688	"PTB_WSJ"	"women"	"magazines"	19	21	34358		
7689	"PTB_WSJ"	"women"	"magazines"	28	31	34364		
7690	"PTB_WSJ"	"women"	"magazines"	12	14	34365		
7691	"PTB_WSJ"	"woman"	"magazine"	17	20	19719		
7692	"PTB_WSJ"	"traveler"	"checks"	25	27	9845		
7693	"PTB_WSJ"	"women"	"business"	15	17	6261		
7694	"PTB_WSJ"	"master"	"degree"	4	6	19823		
7695	"PTB_WSJ"	"master"	"degree"	4	6	24459		
7696	"PTB_WSJ"	"prisoner"	"dilemma"	19	21	30112		
7697	"PTB_WSJ"	"prisoner"	"dilemma"	24	26	30142		
7698	"PTB_WSJ"	"carpenter"	"level"	6	8	3841		
7699	"PTB_WSJ"	"driver"	"seat"	9	11	16621		
7700	"PTB_WSJ"	"women"	"fashion"	28	30	19885		
7701	"PTB_WSJ"	"governor"	"race"	11	13	27860		
7702	"PTB_WSJ"	"mayor"	"race"	9	11	24509		
7703	"PTB_WSJ"	"men"	"department"	14	18	6277		
7704	"PTB_WSJ"	"women"	"department"	16	18	6262		
7705	"PTB_WSJ"	"boys"	"departments"	37	39	6270		
7706	"PTB_WSJ"	"director"	"award"	15	17	17667		
7707	"PTB_WSJ"	"men"	"basketball"	10	12	10478		
7708	"PTB_WSJ"	"children"	"shows"	8	10	36684		
7709	"PTB_WSJ"	"children"	"toys"	5	7	26530		
7710	"PTB_WSJ"	"drivers"	"licenses"	6	8	1472		
7711	"PTB_WSJ"	"chef"	"trowel"	57	59	7777		
7712	"PTB_WSJ"	"children"	"show"	16	19	11938		
7713	"PTB_WSJ"	"children"	"programs"	16	18	19978		
7714	"PTB_WSJ"	"children"	"software"	10	13	34144		
7715	"PTB_WSJ"	"crow"	"nest"	16	18	23930		
							
7716	"PTB_WSJ"	"Reader"	"Digest"	35	37	19721		
7717	"PTB_WSJ"	"Reader"	"Digest"	16	18	29118		
7718	"PTB_WSJ"	"Reader"	"Digest"	31	33	29138		
7719	"PTB_WSJ"	"people"	"republic"	14	16	34689		
7720	"PTB_WSJ"	"children"	"line-up"	22	24	36682		
7721	"PTB_WSJ"	"Homeowner"	"Guide"	13	15	36938		
							
7722	"PTB_WSJ"	"seller"	"market"	5	7	8740		
7723	"PTB_WSJ"	"sellers"	"market"	12	14	34793		
							
							
7724	"PTB_WSJ"	"winner"	"circle"	12	14	18213		
							
7725	"PTB_WSJ"	"batter"	"box"	15	17	10667		
7726	"PTB_WSJ"	"man"	"sport"	17	19	240		
							
7727	"PTB_WSJ"	"insider"	"look"	33	35	23379		
							
							
7728	"PTB_WSJ"	"residents"	"organizations"	2	4	22802		
7729	"PTB_WSJ"	"residents"	"organizations"	24	26	22775		
7730	"PTB_WSJ"	"residents"	"organization"	45	47	22787		
7731	"PTB_WSJ"	"residents"	"organization"	28	30	22793		
							
7732	"PTB_WSJ"	"managers"	"index"	33	35	8344		
7733	"PTB_WSJ"	"purchasers"	"index"	10	12	8352		
7734	"PTB_WSJ"	"purchasers"	"index"	17	19	8354		
							
7735	"PTB_WSJ"	"gambler"	"game"	51	53	28536		
7736	"PTB_WSJ"	"loser"	"game"	7	9	14795		
							
7737	"PTB_WSJ"	"visitors"	"bureau"	36	38	14244		
7738	"PTB_WSJ"	"directors"	"lounge"	7	9	39483		
							
7739	"PTB_WSJ"	"buyer"	"regret"	9	11	14348		
							
3748	"PTB_WSJ"	"pauper"	"grave"	15	17	11655		
							
5066	"PTB_WSJ"	"men"	"scope"	4	8	6255		
							
5204	"PTB_WSJ"	"Land"	"End"	19	21	32633		

