1454	"PTB_WSJ"	"Exchange"	"contract"	11	14	9707		
1455	"PTB_WSJ"	"her"	"contract"	15	17	12449		
1456	"PTB_WSJ"	"his"	"contract"	16	18	3689		
1457	"PTB_WSJ"	"His"	"contract"	1	2	13349		
1458	"PTB_WSJ"	"his"	"contract"	22	23	28700		
1459	"PTB_WSJ"	"insurer"	"contract"	29	31	9504		
1460	"PTB_WSJ"	"its"	"contract"	28	33	8883		
1461	"PTB_WSJ"	"its"	"contract"	30	35	8885		
1462	"PTB_WSJ"	"its"	"contract"	6	8	9711		
1463	"PTB_WSJ"	"its"	"contract"	27	30	17222		
1464	"PTB_WSJ"	"its"	"contract"	20	21	19134		
1465	"PTB_WSJ"	"its"	"contract"	10	14	23405		
1466	"PTB_WSJ"	"its"	"contract"	19	20	30320		
1467	"PTB_WSJ"	"its"	"contract"	12	15	31227		
1468	"PTB_WSJ"	"its"	"contract"	14	15	36149		
1469	"PTB_WSJ"	"Its"	"contract"	1	2	37851		
1470	"PTB_WSJ"	"NFL"	"contract"	5	7	23383		
1471	"PTB_WSJ"	"our"	"contract"	8	9	23062		
1472	"PTB_WSJ"	"Percival"	"contract"	9	12	36196		
1473	"PTB_WSJ"	"pilots"	"contract"	2	4	1771		
1474	"PTB_WSJ"	"pilots"	"contract"	18	20	1780		
1475	"PTB_WSJ"	"their"	"contract"	15	16	1245		
1476	"PTB_WSJ"	"their"	"contract"	2	4	2291		
1477	"PTB_WSJ"	"their"	"contract"	29	30	5314		
1478	"PTB_WSJ"	"their"	"contract"	29	30	5316		
1479	"PTB_WSJ"	"their"	"contract"	33	34	7267		
1480	"PTB_WSJ"	"their"	"contract"	18	20	7276		
1481	"PTB_WSJ"	"their"	"contract"	20	21	7277		
1482	"PTB_WSJ"	"their"	"contract"	28	29	20268		
1483	"PTB_WSJ"	"their"	"contract"	14	16	28671		
1484	"PTB_WSJ"	"their"	"contract"	20	21	28687		
1485	"PTB_WSJ"	"CBS"	"contracts"	6	12	15670		
1486	"PTB_WSJ"	"Chemical"	"contracts"	9	12	2114		
1487	"PTB_WSJ"	"its"	"contracts"	32	36	2108		
1488	"PTB_WSJ"	"its"	"contracts"	22	26	5344		
1489	"PTB_WSJ"	"its"	"contracts"	31	34	14943		
1490	"PTB_WSJ"	"Merc"	"contracts"	2	6	8901		
1491	"PTB_WSJ"	"Pemex"	"contracts"	24	27	31778		
1492	"PTB_WSJ"	"their"	"contracts"	14	19	33187		
1493	"PTB_WSJ"	"their"	"contracts"	29	31	38898		
1494	"PTB_WSJ"	"his"	"relationship"	6	7	28637		
1495	"PTB_WSJ"	"Its"	"relationship"	1	2	7937		
1496	"PTB_WSJ"	"its"	"relationship"	14	15	25269		
1497	"PTB_WSJ"	"its"	"relationship"	6	9	30174		
1498	"PTB_WSJ"	"Noriega"	"relationship"	2	4	36339		
1499	"PTB_WSJ"	"our"	"relationship"	22	25	19590		
1500	"PTB_WSJ"	"president"	"relationship"	14	17	8034		
1501	"PTB_WSJ"	"their"	"relationship"	20	21	4560		
1502	"PTB_WSJ"	"Their"	"relationship"	1	2	28675		
1503	"PTB_WSJ"	"Warner"	"relationship"	23	25	7270		
1504	"PTB_WSJ"	"Foods"	"relationships"	3	5	21260		
1505	"PTB_WSJ"	"his"	"relationships"	23	25	27585		
1506	"PTB_WSJ"	"his"	"relationships"	12	13	27586		
1507	"PTB_WSJ"	"My"	"relationships"	1	2	1892		
1508	"PTB_WSJ"	"their"	"relationships"	12	13	7275		
1509	"PTB_WSJ"	"their"	"relationships"	17	18	21259		
1510	"PTB_WSJ"	"its"	"alliance"	10	12	23603		
1511	"PTB_WSJ"	"their"	"alliances"	7	8	16820		
1512	"PTB_WSJ"	"BellSouth"	"pact"	4	7	7369		
1513	"PTB_WSJ"	"CBS"	"pact"	9	13	15760		
1514	"PTB_WSJ"	"company"	"pact"	29	33	14577		
1515	"PTB_WSJ"	"LIN"	"pact"	30	33	17219		
1516	"PTB_WSJ"	"Qintex"	"pact"	1	6	25959		
1517	"PTB_WSJ"	"UMW"	"pact"	14	18	13468		
1518	"PTB_WSJ"	"her"	"friendship"	8	9	27667		
1519	"PTB_WSJ"	"his"	"friendship"	8	9	6298		
1520	"PTB_WSJ"	"his"	"friendship"	30	31	11893		
1521	"PTB_WSJ"	"its"	"friendship"	12	14	39267		
1522	"PTB_WSJ"	"their"	"friendships"	7	8	22566		
