4719	"PTB_WSJ"	"advertiser"	"schedule"	13	17	19663		
4721	"PTB_WSJ"	"his"	"schedule"	19	21	23013		
4722	"PTB_WSJ"	"his"	"schedule"	3	4	23418		
4723	"PTB_WSJ"	"its"	"schedule"	10	12	14729		
4724	"PTB_WSJ"	"its"	"schedule"	23	27	17564		
4725	"PTB_WSJ"	"its"	"schedule"	8	9	39434		
4726	"PTB_WSJ"	"our"	"schedule"	2	3	10512		
4727	"PTB_WSJ"	"our"	"schedule"	7	8	11444		
4728	"PTB_WSJ"	"employees"	"schedules"	7	9	23017		
4729	"PTB_WSJ"	"our"	"schedules"	6	7	11446		
4730	"PTB_WSJ"	"its"	"timetable"	15	17	39130		
							
1531	"PTB_WSJ"	"Lloyd"	"membership"	5	7	20738		
							
4962	"PTB_WSJ"	"their"	"rates"	4	5	25448		
4963	"PTB_WSJ"	"their"	"rates"	23	24	25451		
4783	"PTB_WSJ"	"my"	"prices"	3	4	17432		
4784	"PTB_WSJ"	"my"	"prices"	7	8	17433		
4964	"PTB_WSJ"	"their"	"rates"	11	12	25453		
4965	"PTB_WSJ"	"their"	"rates"	20	21	25642		
4959	"PTB_WSJ"	"Pinkerton"	"rates"	6	8	2154		
4946	"PTB_WSJ"	"Protection"	"rate"	17	20	2154		
4954	"PTB_WSJ"	"its"	"rates"	12	16	2054		
4955	"PTB_WSJ"	"its"	"rates"	6	7	25445		
4956	"PTB_WSJ"	"its"	"rates"	10	11	25449		
4780	"PTB_WSJ"	"its"	"prices"	3	5	39410		
4778	"PTB_WSJ"	"its"	"prices"	8	10	36628		
4776	"PTB_WSJ"	"its"	"prices"	13	22	16434		
4772	"PTB_WSJ"	"Aeroflot"	"prices"	25	28	39257		
4773	"PTB_WSJ"	"Digital"	"prices"	19	22	32239		
4774	"PTB_WSJ"	"its"	"prices"	12	16	3149		
4767	"PTB_WSJ"	"their"	"price"	14	15	19882		
4779	"PTB_WSJ"	"its"	"prices"	8	11	38418		
4781	"PTB_WSJ"	"Kodak"	"prices"	30	33	39357		
							
							
5213	"PTB_WSJ"	"users"	"passwords"	21	23	37601		
							
4857	"PTB_WSJ"	"city"	"budget"	23	28	23518		
4858	"PTB_WSJ"	"Commission"	"budget"	25	27	30159		
4859	"PTB_WSJ"	"Housing"	"budget"	1	6	33019		
4860	"PTB_WSJ"	"its"	"budget"	4	5	4455		
4861	"PTB_WSJ"	"its"	"budget"	5	8	31783		
4862	"PTB_WSJ"	"Jersey"	"budget"	36	38	27874		
4863	"PTB_WSJ"	"our"	"budget"	27	28	36283		
4864	"PTB_WSJ"	"our"	"budget"	21	23	38527		
4865	"PTB_WSJ"	"Pentagon"	"budget"	27	29	9384		
4866	"PTB_WSJ"	"Pentagon"	"budget"	38	40	15136		
