732	"PTB_WSJ"	"his"	"chief"	17	18	2725		
22522	"HDFRE"	"their"	"chief"	18	19	2522	"A noble emulation prevailed among the companions , to obtain the first place in the esteem of <b>their</b> <b>chief</b> ; amongst the chiefs , to acquire the greatest number of valiant companions . "	
22529	"HDFRE"	"their"	"chief"	31	32	2529	"In the hour of danger it was shameful for the chief to be surpassed in valor by his companions ; shameful for the companions not to equal the valor of <b>their</b> <b>chief</b> . "	
22538	"HDFRE"	"their"	"chief"	28	29	2538	"Gifts worthy of soldiers -- the warlike steed , the bloody and even victorious lance -- were the rewards which the companions claimed from the liberality of <b>their</b> <b>chief</b> . "	
23202	"HDFRE"	"their"	"chief"	14	15	3202	"The rebel legions , though disordered and dismayed by the unexpected treachery of <b>their</b> <b>chief</b> , defended themselves with desperate valor , till they were cut in pieces almost to a man , in this bloody and memorable battle , which was fought near Chalons in Champagne . "	
23380	"HDFRE"	"their"	"chief"	9	11	3380	"The legions admired , lamented , and revenged <b>their</b> victorious <b>chief</b> . "	
23505	"HDFRE"	"their"	"chief"	24	25	3505	"A decree immediately passed , without a dissenting voice , to ratify the election of the eastern armies , and to confer on <b>their</b> <b>chief</b> all the several branches of the Imperial dignity : the names of C??sar and Augustus , the title of Father of his country , the right of making in the same day three motions in the senate , the office of Pontifex , Maximus , the tribunitian power , and the proconsular command ; a mode of investiture , which , though it seemed to multiply the authority of the emperor , expressed the constitution of the ancient republic "	
22870	"HDFRE"	"their"	"chiefs"	39	40	2870	"We are told , that in the sack of Athens the Goths had collected all the libraries , and were on the point of setting fire to this funeral pile of Grecian learning , had not one of <b>their</b> <b>chiefs</b> , of more refined policy than his brethren , dissuaded them from the design ; by the profound observation , that as long as the Greeks were addicted to the study of books , they would never apply themselves to the exercise of arms . "	
23066	"HDFRE"	"their"	"chiefs"	15	16	3066	"A spirit of discouragement and division arose in the fleet , and some of <b>their</b> <b>chiefs</b> sailed away towards the islands of Crete and Cyprus ; but the main body , pursuing a more steady course , anchored at length near the foot of Mount Athos , and assaulted the city of Thessalonica , the wealthy capital of all the Macedonian provinces . "	
23221	"HDFRE"	"their"	"chiefs"	21	23	3221	"The armies which they commanded , and the provinces which they had saved , acknowledged not any other sovereigns than <b>their</b> invincible <b>chiefs</b> . "	
23536	"HDFRE"	"their"	"chiefs"	17	18	3536	"The Lygii were defeated in a general engagement , and Semno , the most renowned of <b>their</b> <b>chiefs</b> , fell alive into the hands of Probus . "	
24258	"HDFRE"	"their"	"chieftains"	35	37	4258	"The flower of the western armies had followed Constantius into Britain , and the national troops were reenforced by a numerous body of Alemanni , who obeyed the orders of Crocus , one of <b>their</b> hereditary <b>chieftains</b> . "	
500	"PTB_WSJ"	"her"	"boss"	28	29	23275		
501	"PTB_WSJ"	"His"	"boss"	1	2	783		
502	"PTB_WSJ"	"his"	"boss"	6	7	7713		
503	"PTB_WSJ"	"his"	"boss"	19	21	16296		
504	"PTB_WSJ"	"his"	"boss"	15	16	16338		
505	"PTB_WSJ"	"his"	"boss"	36	38	36412		
506	"PTB_WSJ"	"Mancuso"	"boss"	4	6	23136		
507	"PTB_WSJ"	"her"	"bosses"	11	12	30019		
508	"PTB_WSJ"	"his"	"bosses"	35	36	28700		
509	"PTB_WSJ"	"our"	"bosses"	10	11	2026		
511	"PTB_WSJ"	"their"	"bosses"	13	15	16141		
745	"JB"	"his"	"captain"	30	31	3004	"Mule , horse , elephant , or bullock , he obeys his driver , and the driver his sergeant , and the sergeant his lieutenant , and the lieutenant <b>his</b> <b>captain</b> , and the captain his major , and the major his colonel , and the colonel his brigadier commanding three regiments , and the brigadier the general , who obeys the Viceroy , who is the servant of the Empress . "	
746	"JB"	"My"	"captain"	1	3	2827	"<b>My</b> battery <b>captain</b> called me a Pachydermatous Anachronism the other day . '' "	
747	"JB"	"his"	"colonel"	42	43	3004	"Mule , horse , elephant , or bullock , he obeys his driver , and the driver his sergeant , and the sergeant his lieutenant , and the lieutenant his captain , and the captain his major , and the major <b>his</b> <b>colonel</b> , and the colonel his brigadier commanding three regiments , and the brigadier the general , who obeys the Viceroy , who is the servant of the Empress . "	
685	"PTB_WSJ"	"his"	"commander"	43	44	6431		
749	"JB"	"his"	"commander-in-chief"	33	34	2392	"Petersen Sahib had noticed him , and given him money , so he felt as a private soldier would feel if he had been called out of the ranks and praised by <b>his</b> <b>commander-in-chief</b> . "	
686	"PTB_WSJ"	"his"	"commanders"	5	6	20942		
22563	"HDFRE"	"their"	"deities"	9	11	2563	"A brave man was the worthy favorite of <b>their</b> martial <b>deities</b> ; the wretch who had lost his shield was alike banished from the religious and civil assemblies of his countrymen . "	
25183	"HDFRE"	"their"	"deities"	61	63	5183	"In the various religions of Polytheism , some wandering fanatics of Egypt and Syria , who addressed themselves to the credulous superstition of the populace , were perhaps the only order of priests that derived their whole support and credit from their sacerdotal profession , and were very deeply affected by a personal concern for the safety or prosperity of <b>their</b> tutelar <b>deities</b> . "	
25201	"HDFRE"	"their"	"deities"	44	45	5201	"On public occasions the philosophic part of mankind affected to treat with respect and decency the religious institutions of their country ; but their secret contempt penetrated through the thin and awkward disguise ; and even the people , when they discovered that <b>their</b> <b>deities</b> were rejected and derided by those whose rank or understanding they were accustomed to reverence , were filled with doubts and apprehensions concerning the truth of those doctrines , to which they had yielded the most implicit belief "	
22142	"HDFRE"	"their"	"deity"	41	43	2142	"The army of Maximin was repulsed in repeated attacks , his machines destroyed by showers of artificial fire ; and the generous enthusiasm of the Aquileians was exalted into a confidence of success , by the opinion that Belenus , <b>their</b> tutelar <b>deity</b> , combated in person in the defence of his distressed worshippers . "	
21088	"HDFRE"	"his"	"emperor"	5	7	1088	"L??tus conducted without delay <b>his</b> new <b>emperor</b> to the camp of the Pr??torians , diffusing at the same time through the city a seasonable report that Commodus died suddenly of an apoplexy ; and that the virtuous Pertinax had already succeeded to the throne . "	
21133	"HDFRE"	"his"	"emperor"	22	24	1133	"Their discontents were secretly fomented by L??tus , their pr??fect , who found , when it was too late , that <b>his</b> new <b>emperor</b> would reward a servant , but would not be ruled by a favorite . "	
23645	"HDFRE"	"our"	"emperor"	9	11	3645	"`` Carus , '' says he , `` <b>our</b> dearest <b>emperor</b> , was confined by sickness to his bed , when a furious tempest arose in the camp . "	
21125	"HDFRE"	"their"	"emperor"	13	15	1125	"Those who remembered the virtues of Marcus were happy to contemplate in <b>their</b> new <b>emperor</b> the features of that bright original ; and flattered themselves , that they should long enjoy the benign influence of his administration . "	
21250	"HDFRE"	"their"	"emperor"	34	36	1250	"By a celerity proportioned to the greatness of the occasion , he might reasonably hope to revenge Pertinax , punish Julian , and receive the homage of the senate and people , as <b>their</b> lawful <b>emperor</b> , before his competitors , separated from Italy by an immense tract of sea and land , were apprised of his success , or even of his election . "	
