13157	"PTB_WSJ"	"city"	"bureau"	40	43	10910		
13242	"PTB_WSJ"	"FCC"	"bureau"	7	10	11077		
13282	"PTB_WSJ"	"government"	"Bureau"	4	7	10769		
13283	"PTB_WSJ"	"government"	"Bureau"	28	31	10790		
13320	"PTB_WSJ"	"Hiroshima"	"bureau"	1	4	5749		
13564	"PTB_WSJ"	"Journal"	"bureau"	8	12	20092		
13565	"PTB_WSJ"	"Journal"	"bureau"	11	15	26487		
13566	"PTB_WSJ"	"Journal"	"bureau"	11	15	26638		
13567	"PTB_WSJ"	"Journal"	"bureau"	10	13	26698		
13568	"PTB_WSJ"	"Journal"	"bureau"	9	12	26785		
13569	"PTB_WSJ"	"Journal"	"bureau"	11	14	26945		
13570	"PTB_WSJ"	"Journal"	"bureau"	10	14	28223		
13571	"PTB_WSJ"	"Journal"	"bureau"	11	14	28379		
13572	"PTB_WSJ"	"Journal"	"bureau"	10	14	28557		
13573	"PTB_WSJ"	"Journal"	"bureau"	11	15	28790		
13574	"PTB_WSJ"	"Journal"	"bureau"	10	14	28838		
13626	"PTB_WSJ"	"Ministry"	"Bureau"	7	18	4512		
13715	"PTB_WSJ"	"republic"	"Bureau"	18	23	33975		
13761	"PTB_WSJ"	"Sweden"	"Bureau"	1	5	37065		

